MODEL,SUCCESS,CLUSTER_ID,CLUSTER_TITLE,CLUSTER_MESSAGES,CLUSTER_PARTICIPANTS,TOTAL_CLUSTERS,TOTAL_MESSAGES_CLUSTERED,DURATION_SECONDS,INPUT_TOKENS,OUTPUT_TOKENS,COST_PER_INPUT_TOKEN,COST_PER_OUTPUT_TOKEN,COST_PER_TOTAL_TOKEN,TOKEN_COST,MESSAGE_IDS
gemini-1.5-pro,TRUE,15,UrbanEdge Market Expansion: Market Research and Compliance Review,22,Devon; Leah; Sam; Jordan,15,300,30.52,25474,2713,0.00125,0.005,1.6109376663000674e-09,4.54075e-05,msg_407053;msg_557935;35898428-3367-3909-9149-797085063277;97708204-3377-5883-5755-534351979159;70445017-1723-9623-8987-869002402604;msg_295587;34470268-8097-6543-9560-893510807418;msg_778385;55847765-7898-1043-8720-753372162684;54918903-8394-2157-3314-134347164821;msg_287940;28493493-6312-5236-3065-556837297108;64743093-4853-5133-7722-614522902796;51035605-2568-2311-4632-599521238936;msg_602232;47285462-8038-8692-5945-907143312386;msg_159294;47427481-4370-6848-8151-252628605823;msg_973764;94456970-6461-7595-3271-575693453612;34234641-5861-8703-5178-163965115362;84743558-1186-2109-8295-396198299825
gemini-1.5-pro-002,TRUE,1,EcoBloom Summer Campaign,44,Devon; Sam; Leah; Jordan,6,300,28.35,25474,2183,0.00125,0.005,1.5459919730990345e-09,4.27575e-05,msg_731518;30214720-9573-4458-7569-650892420994;msg_559628;95803941-6212-4560-7964-266345336250;65344971-6340-5956-2859-654982941507;77855502-1223-9587-4582-370199457339;11382517-1279-7663-6252-877437014151;72623848-2721-2521-5863-544371190328;22970716-8197-6382-5417-411573278312;msg_807246;34273848-1830-6942-5604-501250593115;msg_180750;18185448-4798-6304-4250-204546426158;94394864-4950-5970-4247-797653503558;msg_891613;84286002-1884-2348-9323-371471121429;msg_789837;msg_462901;99680624-5660-5808-6295-801647202707;55951709-7787-2495-8643-428902257948;msg_193946;73835015-4454-2534-9169-559865898452;40443795-4325-1069-6939-577325285849;24230016-2691-2848-1911-511888575326;msg_707752;58214866-9621-5852-1914-136228047308;21339042-7498-1004-8324-902871349113;msg_295983;88325410-6998-5826-4386-437397134761;39267195-6963-1292-3132-154770559782;91332665-6525-6095-3293-899077854142;msg_282857;97299236-8638-2349-5508-297498456994;msg_254504;78392876-5968-8026-9580-163895851192;51241063-4886-6722-5628-434610203592;97117860-4965-7071-9844-548865531695;msg_173445;50905046-4058-5290-7104-453621679168;39533059-3996-8600-2579-709824696776;msg_996223;msg_735023;35356093-7752-4403-4129-295800668208;90848457-2675-8594-7569-539330553951
gemini-1.5-pro-002,TRUE,2,FitFusion Rebranding Project,60,Devon; Sam; Leah; Jordan,6,300,28.35,25474,2183,0.00125,0.005,1.5459919730990345e-09,4.27575e-05,28326236-9587-9745-1074-325108747452;37404803-6328-9611-7698-405965162122;11533658-4709-6251-7263-738066898942;msg_745958;87592442-5248-2664-3548-239804317733;12831360-9549-4880-4021-676689205665;70560086-4465-4436-4863-822377416424;72302493-1782-5779-3726-716927509282;24663563-1811-2918-2466-223174640136;msg_654560;82634074-2391-5405-9608-340157368600;msg_564567;89715683-7778-6142-8287-406968359184;60857623-6725-8404-1266-149303405417;14339833-7124-3962-6389-527327166335;24093171-1830-7421-3530-826558273511;66152481-3689-2233-1795-521521309753;73145533-9123-4247-6916-195017280007;msg_316258;67313956-6099-4435-8409-453042948301;53329937-6471-4925-2767-259378887471;70070702-5863-5350-2147-736528834369;msg_353269;msg_507708;68645009-5185-2413-9858-491330275202;85276533-9479-5668-5373-445934018872;msg_862656;msg_717639;54374286-2920-9229-4811-657480385976;20788019-6971-2954-5728-253524026394;28278836-1740-8993-5339-236599963014;92120554-8065-9593-9122-229059077682;75546559-7970-3989-7255-987126888231;msg_282214;41375521-3928-4918-1423-907881971411;90668518-4879-4421-9082-218256462544;62652615-2064-7074-6412-331257762125;msg_526927;35107094-4318-7157-7926-569766155212;msg_933798;43968843-8983-9661-6413-236666437843;93575267-5802-6910-7700-320992703404;79175705-8984-6634-8361-642896547677;87054863-5227-2958-8905-518816951227;63395980-2523-6124-3848-413298387028;35312263-9402-4227-5780-300084088136;13171705-2708-8419-7104-852475824792;64717220-9495-8655-9808-323771158745;99375757-8593-5968-7287-113778272123;msg_361991;msg_465029;msg_428107;75880778-4015-2498-1265-927198669154;msg_266931;28723178-8169-7609-7814-262255420366;90497044-3313-2794-1796-126598408831;85160026-1957-4010-5611-204623907065;81975950-8904-4373-2597-496393642157;msg_984233;msg_705311
gemini-1.5-pro-002,TRUE,3,TechNova Product Launch,68,Devon; Sam; Leah; Jordan,6,300,28.35,25474,2183,0.00125,0.005,1.5459919730990345e-09,4.27575e-05,93132703-4275-4134-1461-123058041378;msg_445029;64692130-5477-1912-9824-286101882136;msg_369437;60528357-5423-9419-7719-263127306071;99669259-8697-9666-1649-883128149100;21771493-3852-3384-1999-368115635648;87273903-1575-4008-5814-209151372306;65610400-3868-6771-7046-140276332243;34503955-3071-8477-6053-162020740537;15747391-2697-9339-2671-520598293074;msg_713092;msg_715152;31944715-2039-6032-5313-399433821713;97280470-1682-6363-6971-910211410667;25708201-2511-2864-6719-202808531326;69235650-1899-6189-9551-530857858698;90455750-3528-3715-7650-360493484859;79202660-6961-4054-3512-696768949693;msg_192707;83264619-3516-4948-2791-515326457009;msg_529829;67461015-7824-1064-8942-498210841420;27342719-5782-3070-3426-628959428364;24906555-9596-8506-8663-465693569967;84209184-3406-8956-3260-461598719978;msg_223657;23391542-1119-8757-8604-715057290295;msg_394383;31939535-9382-4319-7152-368674405690;93376046-2153-9577-4238-633909070449;75150858-1935-8908-8810-671687056892;30357720-1018-7464-5170-387347981202;69094283-6450-3016-5876-235762650449;40052933-8355-2835-5361-658486835138;75386120-4740-8777-7456-561803978268;81143725-5061-6225-6187-396472342676;25692215-9276-6205-5145-694325127033;66785658-6630-3949-1169-685557630508;67311881-1065-3725-6618-858360450001;41733597-4528-3286-3936-837488440595;59732478-5641-3327-7888-699257457286;31323181-8037-2129-4552-282383433402;47366564-1665-3658-2390-970601405766;msg_480402;40728676-3467-7382-8715-866071187264;55730973-1174-6364-3005-340933641697;80001095-9266-1837-7177-126277611469;msg_477384;msg_987144;msg_600336;msg_574093;29799068-5856-1652-6576-245958063688;29006317-4656-5521-4831-842168984267;msg_126480;msg_875771;msg_984872;65333630-1485-2090-2502-912687137195;msg_570335;30708461-5538-3623-2449-925652838417;msg_191170;94390390-9116-6252-4859-454005835415;51566618-6748-7183-4937-518123309709;msg_322652;55327160-7791-1434-2964-995519021131;26164267-9025-6054-1801-676037442655;96479773-1126-1836-1823-458322785010;35680478-4022-8119-5986-139592240589
gemini-1.5-pro-002,TRUE,4,GreenScape Sustainability Report,66,Devon; Sam; Leah; Jordan,6,300,28.35,25474,2183,0.00125,0.005,1.5459919730990345e-09,4.27575e-05,38128770-8883-2999-8932-410297864368;44702291-3760-9834-1654-488838635419;82000789-9861-5036-3960-782885845055;48868264-7491-9770-6684-152363409631;msg_846996;58289375-3383-6191-4845-388604778785;91535648-9544-4737-6822-152352020754;msg_712463;msg_129043;msg_564435;msg_907666;78828950-5021-5215-8100-113836624384;msg_710814;81234113-1136-1165-7734-996255605808;13908279-5612-1506-4096-511675312155;91149788-9444-4430-8975-331793805558;12558134-4394-5132-6793-232916416093;msg_977792;99126567-3771-8878-3470-492119533575;59555792-9598-5430-9139-580830595590;51411604-2481-8333-9832-855251176482;43130984-3379-5531-2359-514062475067;85065074-2245-9592-9596-672768879290;96317099-8187-9205-2596-590903901143;msg_645417;msg_561251;13487881-6796-5274-2688-758773656427;msg_576075;97538211-2184-6081-1230-124758791458;73441436-1384-4398-9018-903206964086;10723611-5057-4256-5138-594872781574;80622857-4487-4051-6865-296834449656;86047040-3529-9314-6532-113760291958;59457843-3165-3845-7715-867308365837;58019764-2810-6192-8717-612318649647;44012497-7776-8044-1179-743962211535;15275382-3095-6339-8177-140203058818;53461507-2216-2214-4615-613061675845;69017970-2014-5915-7762-389767601537;31350432-2795-6965-3765-992990692045;26770556-9601-2156-3476-793220672206;98316074-7510-9373-3790-482148161451;23978518-9096-4203-4292-746433950189;41842978-6925-1965-6030-501128850240;44645094-9399-5753-6920-183696915987;74131581-8725-2582-5156-507167346670;10827020-9555-4152-4690-819943105796;58637712-1250-6460-1709-888673539801;msg_105516;msg_805660;msg_991787;11807311-5878-3016-8360-331502056690;88523054-3063-2574-8504-114492256959;msg_980799;60500745-2470-8129-4486-519650228189;msg_507336;msg_640252;11772872-2749-6617-1757-862628999316;34388074-9860-2252-6694-426600088997;59875595-7354-6190-2445-837067003585;59341270-5304-1529-2465-801580468343;11386783-6849-1957-9728-343587306993;34226487-1335-3083-5220-909107565527;16782612-6984-8878-8719-492370151338;17425267-3119-3702-1992-287664217969;89127515-2388-5377-4293-685516729462
gemini-1.5-pro-002,TRUE,5,UrbanEdge Social Media Strategy and Market Research,37,Devon; Sam; Leah; Jordan,6,300,28.35,25474,2183,0.00125,0.005,1.5459919730990345e-09,4.27575e-05,12424525-8989-9507-2929-381675433422;98356336-2894-1140-4699-329659611783;msg_828893;72819906-7610-2342-1281-913681723784;50439479-6318-2015-2689-602052385577;38325170-6575-6202-5214-718791344824;msg_104845;91949992-5837-1764-8869-303200543409;msg_601653;msg_185164;58061200-3186-7758-5458-104573611088;55039973-9216-3799-1066-313847277569;79286271-7155-3929-2562-225271476604;70897763-6564-9211-8163-954254788860;17321745-6487-1543-6175-641358329689;76577605-7655-7841-7364-368862260922;56777530-3054-6507-6606-555749136773;62518602-7831-7114-5937-304411930662;63522749-7545-4317-6484-829866994028;87699123-4417-2511-1989-560571224775;75654510-1014-7135-4483-467304575687;msg_518762;70363558-5494-7408-2018-505431704608;82833029-6381-9305-9377-570362398631;87426326-3422-4953-2956-956063700867;10028521-4031-6584-1388-737367254040;msg_208112;21378385-4139-8959-1291-537473647426;msg_134301;msg_841588;69206720-3791-8163-5893-993341732601;55566613-5597-8123-2070-967013700337;msg_880285;18083293-2845-3801-2651-201915961335;69678401-7014-4774-8545-210019861919;19119095-9799-7806-2587-649090248091;41754036-4747-6532-3841-823234314436
gemini-1.5-pro-002,TRUE,6,Q3 Content Calendar Planning,25,Devon; Sam; Leah; Jordan,6,300,28.35,25474,2183,0.00125,0.005,1.5459919730990345e-09,4.27575e-05,msg_616313;83128696-1237-4928-3294-807140830835;msg_470977;msg_429082;60447638-1478-4235-8105-930567978956;37726685-9783-3263-9300-902632514252;68556055-4902-6330-2442-659546686498;13010178-1272-9903-5453-221151393886;83195094-2774-8237-7739-135355319515;82418711-6478-8537-9261-645200590104;12924179-4311-6112-1070-884316615279;95649296-8969-7275-9445-442401097332;msg_881173;msg_565560;91691045-5854-5213-7398-267907958392;94486212-6398-1777-1928-328371117176;58207734-3372-3027-5713-664294907983;39553000-3351-5400-9018-640906493476;msg_498391;68198717-9574-6795-5252-843950084292;msg_878799;40356054-6143-3382-3923-423710794256;msg_851326;49135036-1918-8417-5143-448835315632;42673547-4643-7116-8518-135664709663
gemini-1.5-pro-latest,TRUE,1,EcoBloom Summer Campaign: Initial Planning and Deadlines,13,Devon; Sam; Leah; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,38095922-1627-5159-8689-216093900993;80050953-1864-5545-9370-930104549276;17118412-5393-2853-2820-255923627887;95825158-3501-4942-3409-365769132073;42831581-5873-7740-8953-604847328220;29402821-2550-7505-5394-428774340439;msg_651208;53498071-9412-7944-2636-852698186437;36340311-1823-2636-3913-415288669910;23712133-9940-9980-4968-993677442608;msg_158662;msg_553733;msg_291570
gemini-1.5-pro-latest,TRUE,2,FitFusion Rebranding Project: Kickoff and Initial Planning,15,Devon; Sam; Leah; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,82232682-2387-7468-6693-706490835874;21511820-9497-5742-8209-426481378647;68495093-9243-6224-6127-898608217922;msg_235096;12662109-2927-6513-6545-523304029290;msg_516587;86789295-8184-3188-3775-280411393562;msg_667830;msg_875514;36530421-1169-3009-3840-393121576945;msg_857199;msg_161201;msg_530477;msg_453744;56532056-4744-7798-2126-886820641134
gemini-1.5-pro-latest,TRUE,3,TechNova Product Launch: Initial Planning and Deadlines,15,Devon; Sam; Leah; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,26238216-3363-8303-8622-228586063516;msg_500595;89405495-2220-8737-1583-529214227872;24489557-7124-3516-7509-805299190333;msg_753410;84989447-2028-5250-8456-538236726168;19872765-7730-1829-2516-389616773050;msg_716380;msg_550452;74083639-3345-9947-5367-650391719257;41189778-8344-9895-1889-629470110789;88507216-1069-2589-5489-573861910685;57339718-6134-6742-1435-347770584279;msg_363506;97393814-1433-2296-8984-285627463741
gemini-1.5-pro-latest,TRUE,4,GreenScape Sustainability Report: Initial Planning and Requirements,15,Devon; Leah; Sam; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,msg_323962;67252076-5595-9118-3509-517430941554;87801894-3082-3163-6112-426480040878;95484047-5378-9114-1494-881925990972;msg_614816;msg_813617;71260176-6198-7674-1251-660913410772;71683166-2333-2074-7830-428670158162;55304448-5976-1805-6550-384758874090;28456975-8755-9806-3993-743761521481;88724408-2423-5908-6930-227811911618;msg_227834;83036317-4147-4345-4161-674042165397;msg_316920;msg_626832
gemini-1.5-pro-latest,TRUE,5,UrbanEdge Social Media Strategy: Planning and Development,15,Devon; Leah; Sam; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,msg_842638;msg_285531;46851244-5527-3009-1792-703893580917;81321403-1867-9228-3256-129625712911;60529000-6982-2001-2562-506993564307;29989504-6807-5392-5384-938895481311;msg_548949;msg_617527;57043994-9794-3024-3144-195394319736;97121667-7597-1816-9897-990428646859;17167769-3411-2113-6827-234864190686;29472654-8542-5695-3490-721486579260;29300648-4133-6415-6874-636768177748;99157102-1418-4423-9851-572923511074;97125245-3972-7173-9085-284747326675
gemini-1.5-pro-latest,TRUE,6,EcoBloom Summer Campaign: Design Revisions and Client Feedback,15,Devon; Sam; Leah; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,13921965-4410-2769-4387-322338676599;26108082-2721-4214-2912-235129362235;msg_536159;50055031-3056-2707-8606-407282457053;msg_535040;msg_458527;msg_772696;10397865-6147-1430-2661-739341066256;30879370-4253-5035-7225-432340627613;77649783-4443-5461-8792-168042753217;70021962-1846-2647-8252-969397602703;36857678-3620-4186-9067-479525043593;msg_631532;10398796-2247-4422-1706-270402173083;msg_721774
gemini-1.5-pro-latest,TRUE,7,FitFusion Rebranding: Legal Review and Tagline Revisions,23,Devon; Jordan; Sam; Leah,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,msg_622441;34267829-2972-2784-3668-883239415137;40694006-9494-2108-1691-629268221558;msg_688081;40231152-9065-9213-9620-810390061315;38261768-3660-4162-6980-380858827390;17981622-1329-4275-3932-375910970373;msg_900842;msg_736511;20785757-4529-7198-2262-136221610178;51918797-1111-1591-7109-674578476829;msg_108319;49036662-9797-2324-2862-755987370206;msg_405204;18279559-7760-7593-8039-958883354823;75072313-1455-9141-8224-827053570888;14307847-9967-2594-6081-521361109538;43868961-8731-4451-5033-990042477446;80364460-8505-9367-9688-911981569269;85116992-9654-2347-5398-718050292430;76636248-1435-9384-1973-304834788664;msg_567258;96335295-4817-3324-2637-632780699652
gemini-1.5-pro-latest,TRUE,8,Q3 Content Calendar Planning and Development,25,Devon; Leah; Sam; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,70645863-1850-4202-6013-569639047236;34870849-2291-5678-8219-372292683278;23453325-6535-5359-7933-602891179032;msg_451431;36797989-2579-5685-1153-836572859854;msg_751416;msg_977916;70185757-9778-5859-9600-178855178726;79379371-8515-2383-1551-542461731143;31497564-6560-8216-9060-842841652699;msg_959750;91248386-2477-1315-3525-491190202437;19887938-4120-9061-8139-146785138753;45355992-1429-4508-8621-400565785814;95476038-8799-5270-9134-139621250445;37969624-8799-2534-5756-272430637840;24158572-5019-2774-7747-106748246635;msg_163375;87223546-6830-7680-2294-555609747599;43288907-2448-6916-3716-525228522045;67687432-1534-1316-1165-117049229386;58837506-7388-6085-4318-350144638306;msg_634513;48345713-1246-8206-4245-972243541010;76024816-4039-5556-7894-687136034372
gemini-1.5-pro-latest,TRUE,9,TechNova Product Launch: Budget Planning and Finalization,31,Devon; Sam; Leah; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,19845022-4679-8285-6298-656319126888;msg_717695;57751876-3490-8634-5373-457961323751;96816667-5149-5476-6065-444266048863;69041427-3912-4491-7531-554844178539;msg_710026;75934649-3626-6463-2734-930008740507;63637063-1654-7710-9463-992579071316;msg_281764;msg_440380;20945877-4144-3715-1417-308307769084;msg_619354;89133674-2049-7532-1051-685994557612;75721336-9863-5582-2146-269756338349;92161298-9619-4213-1262-611158765963;msg_427784;96031767-9323-2576-7973-166339365750;21411911-4346-8227-6205-140879335363;86315039-1179-6288-5125-520935517875;29350220-1244-1112-6023-842272787854;11842490-8335-6935-1525-162430122099;95472775-2119-2427-4456-481071544605;msg_219359;msg_922678;30686226-7792-3501-8558-833799098939;msg_744203;46352886-3048-9936-9349-346437580294;80467420-5134-6694-3432-751612391429;75173187-5888-3921-8630-803990798352;62273437-7001-3949-9661-144009777873;74915201-2096-7479-2912-508832238753
gemini-1.5-pro-latest,TRUE,10,GreenScape Sustainability Report: Deadline Extension and Project Impact,29,Devon; Leah; Sam; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,msg_505310;26489536-8144-3608-7541-151000304591;32039112-9088-7744-4051-218240186038;44498356-2240-2352-6017-318079328728;53719993-3419-9143-8677-305996684236;34617437-5076-9960-4769-523226574333;msg_520684;msg_986721;34719852-7749-7539-2137-307778318805;77413127-7143-8719-9198-818797178903;85802224-8678-9723-2254-393214020046;51130141-8379-8121-3146-266060440215;84127675-8107-7754-5431-446531493212;69623019-6150-6087-8870-364967412941;45297028-7197-7850-1646-940656763406;16388652-6935-3358-9203-402367523473;msg_397286;88927517-6059-3578-7197-165836709692;msg_872444;63167189-5543-8016-4706-423844967864;msg_795057;14644853-4245-5505-9032-826403637448;13825366-5118-3219-6517-279673020940;msg_566273;52822745-7667-6593-8919-429544908907;26507005-9690-9253-2771-461151599247;49148340-9359-1445-8715-518374226910;87522411-5492-9330-3181-939700664757;29138534-5492-9064-5183-246236564908
gemini-1.5-pro-latest,TRUE,11,EcoBloom Summer Campaign: Final Design Review and Client Submission,16,Devon; Sam; Leah; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,61927848-3629-1721-2471-562202971449;28789167-4355-1135-8659-141001865040;57393259-4564-8234-9762-248421081860;29829215-9602-9996-8724-186104771695;20679625-9935-3428-5468-151435371895;48208349-4994-8612-2861-592810172322;msg_388250;52036674-4181-7653-5699-321652009419;83248898-2946-2385-9432-390205261945;89521780-4597-1475-1695-964128982840;20091479-5347-6024-3249-976820881004;msg_897925;15149039-9960-8555-8148-795686345653;62024644-6903-9105-7935-567749834940;97691185-6820-2687-7695-166829867329;87809512-9479-6007-7005-408238001784
gemini-1.5-pro-latest,TRUE,12,FitFusion Rebranding: Brand Guidelines Development and Legal Review,22,Devon; Sam; Leah; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,msg_354567;63705781-3502-6855-1371-653871223771;75965502-2479-8642-5146-824641406882;msg_463245;72974281-6073-6620-5464-342231276532;42605488-4367-4119-7598-299239409466;19488473-6284-4590-9261-338228055933;90735306-9934-2176-6300-243859487887;83811181-8630-9619-4476-555766793549;msg_516952;80597133-7216-1957-6360-159177848375;msg_192141;msg_862351;84581497-9384-1921-6683-529866550875;46852660-3907-5093-8484-386686508922;31948732-2577-4032-7972-702708888871;msg_132889;msg_906549;29452768-5214-5303-2782-381009855672;20553689-3744-1305-9078-986939083220;54426141-5935-9574-7580-305151910018;40980332-3312-1476-1522-997219907247
gemini-1.5-pro-latest,TRUE,13,TechNova Product Launch: Product Description Development and Compliance Review,22,Devon; Leah; Sam; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,14506888-5046-4453-6304-326296367295;75572588-3081-9906-8318-860902082149;19612222-8083-9382-7974-124961970984;77095720-7537-5532-6626-950082842422;88839670-5423-2182-3938-982580826134;msg_303148;msg_242052;msg_990554;52220429-8744-8502-5528-184923678497;57686794-9431-5783-3660-860389078457;24806530-1958-1919-1149-522011197355;82746428-4558-4509-7142-639631096138;msg_129105;msg_101350;msg_733497;msg_970622;77032601-3960-8371-8947-130251537810;msg_141843;69517164-1940-3035-6752-359990118080;76421218-9187-7581-1791-238091929114;98073171-2761-2447-1841-327879931141;72749943-5089-2036-8268-903694099731
gemini-1.5-pro-latest,TRUE,14,GreenScape Sustainability Report: Data Visualization Development and Review,22,Devon; Sam; Leah; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,73932783-5350-8985-6703-571725075910;42150386-6383-9829-4186-459380295964;msg_678907;23968071-8439-6847-5516-192033139382;83808663-4825-8416-7512-115790018924;27106763-3229-3900-7039-833235008790;23770895-7765-8097-2409-236821349275;msg_294044;13551446-7716-7723-7261-266814797594;59880471-3213-2069-4734-630397992515;38794757-2551-6092-7066-205376939449;msg_454891;msg_387694;msg_378763;27319924-7546-5387-2365-249386706449;msg_969462;msg_758399;51727713-5304-9204-6128-478563289251;42299148-6681-8168-1920-135910117229;97271668-9140-9776-5853-880327634245;msg_956697;53179261-5089-3291-3166-364914154894
gemini-1.5-pro-latest,TRUE,15,UrbanEdge Market Expansion: Market Research and Compliance Review,22,Devon; Leah; Sam; Jordan,15,300,30.55,25474,2719,0.00125,0.005,1.611658922427553e-09,4.54375e-05,28944304-3519-7852-6459-940218101723;24758746-4019-4700-5698-244677961311;55182659-6113-3460-5600-953940707748;36306999-4268-5234-3811-134633419414;msg_886123;msg_744666;93292448-4478-2583-1380-874996157360;32447701-5790-1457-2737-120609312255;47710529-4652-2035-2569-875545398040;msg_851597;msg_353963;81384063-2482-6164-5119-288529237103;msg_687949;msg_781121;msg_687908;17219374-3282-1886-1009-262494908029;msg_101406;54594579-3387-8061-1966-599067332594;83933531-2143-5167-4257-949889178643;msg_366663;85004260-8013-3171-6716-840146591365;74319539-5877-1648-2878-698722756159
gemini-2.0-flash,TRUE,1,EcoBloom Summer Campaign - Initial Planning and Timeline,13,Devon; Sam; Leah; Jordan,15,300,19.22,25474,3240,7.5e-05,0.0003,1.0038831232151563e-10,2.8825499999999996e-06,67344297-7552-4881-4463-151336513396;38936088-7216-9725-2685-720153972357;msg_982516;34314415-5678-5639-9625-119373092909;73396189-2520-1742-5161-587979486919;62261538-1520-3747-4906-673153269449;msg_140273;37633914-4691-4524-7012-521705415528;11465791-8106-4835-4751-267956751152;89123488-2308-8328-7937-672819254513;81191439-8178-5378-5349-633453694769;msg_586906;71075985-6981-6775-9006-194857316848
gemini-2.0-flash,TRUE,2,FitFusion Rebranding Project - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,15,300,19.22,25474,3240,7.5e-05,0.0003,1.0038831232151563e-10,2.8825499999999996e-06,msg_455127;82905319-9449-1583-1982-378420324962;27254763-4845-9626-9555-861473157758;49629573-3925-2865-8679-260511682482;msg_277398;72047390-9789-1379-4648-720752342707;21800956-8506-6536-7246-297286018692;52427115-1226-8967-5876-145398860806;51007490-1161-5842-5292-698548050192;25307598-5164-1646-4759-127913389740;25880336-8191-9315-8575-302765976810;35797727-4850-8100-7180-803700363368;81685041-6590-4207-6787-514902262695;88692165-7415-5820-3554-577237374713;47765304-8802-6091-4769-371283687095
gemini-2.0-flash,TRUE,3,TechNova Product Launch Campaign - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,15,300,19.22,25474,3240,7.5e-05,0.0003,1.0038831232151563e-10,2.8825499999999996e-06,msg_624952;74721038-8987-8646-1247-782184099736;92030148-5767-8050-1187-889968193399;msg_146329;msg_383815;70423969-8375-8915-4491-422040551650;34231578-1381-6798-9726-368244699923;12066604-2188-3743-5815-711700537776;40273162-6603-6445-8868-395911986080;msg_754212;33732620-6576-5470-6532-262054760024;91465734-2762-5325-6197-495846075377;msg_119012;37671041-7890-5010-4540-302866235881;msg_951164
gemini-2.0-flash,TRUE,4,GreenScape Sustainability Report - Planning and Timeline,15,Devon; Sam; Leah; Jordan,15,300,19.22,25474,3240,7.5e-05,0.0003,1.0038831232151563e-10,2.8825499999999996e-06,13500431-6157-5231-7767-286318218378;78675292-7414-6390-9644-139757300300;23229773-2834-3445-5711-223255778952;67386477-3365-6183-5920-525189996040;msg_536465;msg_275124;50984437-1500-2259-4155-623784954432;msg_722813;msg_676402;16532747-6522-1523-6974-958434080449;31900590-1372-2463-1668-889494377340;45324711-9509-7357-2104-392288449111;87538138-5062-3457-1850-532131025562;msg_505772;msg_259776
gemini-2.0-flash,TRUE,5,UrbanEdge Social Media Strategy - Planning and Timeline,15,Devon; Sam; Leah; Jordan,15,300,19.22,25474,3240,7.5e-05,0.0003,1.0038831232151563e-10,2.8825499999999996e-06,msg_383250;61396913-1970-6572-4616-431571076237;99720647-7266-7868-6983-462678432208;52738318-4991-1930-7592-974756241509;12125707-7551-3838-3547-359130175312;83769531-7227-6779-5378-251087828281;12154893-2250-7585-1756-931214329630;msg_589539;68067911-7552-5728-9316-976519596700;32623672-4262-8907-5153-411589362553;msg_835315;msg_354327;msg_264690;msg_309761;msg_534104
gemini-2.0-flash,TRUE,6,EcoBloom Summer Campaign - Design Revisions Based on Client Feedback,15,Devon; Sam; Leah; Jordan,15,300,19.22,25474,3240,7.5e-05,0.0003,1.0038831232151563e-10,2.8825499999999996e-06,13731618-1146-7044-9126-997367069441;msg_201765;98831044-3786-5055-4499-183548581551;32443397-4934-9928-2056-207323365159;12930528-9812-9578-3397-368294065762;78535052-9360-5042-7849-817393238668;43614453-4626-2396-4714-224483675730;msg_575614;msg_539800;18571832-2448-6486-1353-430096902086;69224756-6492-9953-2050-301069622790;54336425-9605-6680-5049-542342996073;52788108-9798-4228-9062-248066084165;35035125-8573-7433-5486-879341176826;36452867-7452-1856-6894-189489531144
gemini-2.0-flash,TRUE,7,FitFusion Rebranding - Legal Review and Tagline Approval,23,Jordan; Devon; Sam; Leah,15,300,19.22,25474,3240,7.5e-05,0.0003,1.0038831232151563e-10,2.8825499999999996e-06,38179198-5599-6565-1897-213508933182;41709709-9581-1900-5243-321786123347;43536363-1548-5253-6454-420220277117;12607959-3613-9624-8607-385066431234;99899352-6836-2634-6304-427191773318;73374689-4029-7065-4477-338881665398;44875044-8698-4501-9217-260753997558;msg_662699;68081834-8245-9899-6543-697998700560;msg_223107;15389634-9044-7122-8586-282617615137;98695235-2802-1807-2472-799532572516;61710010-7727-9511-3390-298710358385;61716595-7935-5917-4090-326889252767;16140308-2956-9982-4655-138863496363;msg_241373;89875628-3133-1654-1454-411191005724;74349383-3860-3047-9793-360553916191;msg_460362;12395959-4891-1777-9672-728912318110;msg_696442;89088891-8660-9665-6670-141559382056;90269955-7408-1158-4413-509268186620
